running on 6718 samples
training model...
trained model...
sample 1 correct, score = 0.227369
sample 745 correct, score = 0.540207
sample 746 incorrect/failed threshold, score = 0.582088
sample 747 correct, score = 0.272797
sample 748 correct/failed threshold, score = 0.720229
sample 749 correct, score = 0.557267
sample 750 correct, score = 0.454604
sample 751 correct/failed threshold, score = 0.640928
sample 752 tone not detected, 1 false positives, score = 0.387864
sample 753 incorrect/failed threshold, score = 0.739834
sample 754 correct, score = 0.411186
sample 755 correct, score = 0.412638
sample 756 correct, score = 0.360736
sample 757 no tones detected, score = 0.540303
sample 758 correct, score = 0.274586
sample 759 correct, score = 0.570413
sample 760 correct, score = 0.280497
sample 761 correct/failed threshold, score = 0.672265
sample 762 correct, score = 0.519773
sample 763 correct, score = 0.546323
sample 764 correct, score = 0.447925
sample 765 correct, score = 0.529045
sample 766 correct, score = 0.250041
sample 767 correct, score = 0.301557
sample 768 correct, score = 0.431691
sample 769 correct, score = 0.291469
sample 770 correct, score = 0.457048
sample 771 correct, score = 0.250505
sample 772 correct, score = 0.317775
sample 773 correct, score = 0.247670
sample 774 correct, score = 0.160326
sample 775 correct, score = 0.375090
sample 776 correct, score = 0.320168
sample 777 correct, score = 0.211053
sample 778 correct, score = 0.414771
sample 779 incorrect/failed threshold, score = 0.719596
sample 780 incorrect/failed threshold, score = 0.602275
sample 781 correct, score = 0.187352
sample 782 correct, score = 0.389054
sample 783 correct, score = 0.519317
sample 784 correct, score = 0.376374
sample 785 incorrect/failed threshold, score = 0.665852
sample 786 incorrect/failed threshold, score = 0.623129
sample 787 correct, score = 0.423536
sample 788 tone not detected, 1 false positives, score = 0.540660
sample 789 tone not detected, 1 false positives, score = 0.554182
sample 790 incorrect/failed threshold, score = 0.605055
sample 791 correct, score = 0.387235
sample 792 incorrect/failed threshold, score = 0.679007
sample 793 tone not detected, 1 false positives, score = 0.532594
sample 794 incorrect/failed threshold, score = 0.601167
sample 795 correct, score = 0.187770
sample 796 correct, score = 0.441580
sample 797 correct, score = 0.358773
sample 798 correct, score = 0.515938
sample 799 correct, score = 0.577410
sample 800 correct, score = 0.472984
sample 801 correct, score = 0.250817
sample 802 incorrect/failed threshold, score = 0.604058
sample 803 correct, score = 0.356560
sample 804 correct, score = 0.155564
sample 805 correct, score = 0.282552
sample 806 correct, score = 0.428834
sample 807 correct, score = 0.205079
sample 808 correct/failed threshold, score = 0.641654
sample 809 incorrect/failed threshold, score = 0.605939
sample 810 correct, score = 0.341739
sample 811 correct/failed threshold, score = 0.597645
sample 812 correct, score = 0.540649
sample 813 correct, score = 0.479721
sample 814 incorrect/failed threshold, score = 0.585086
sample 815 no tones detected, score = 0.571532
sample 816 correct, score = 0.398371
sample 817 correct, score = 0.169873
sample 818 incorrect/failed threshold, score = 0.581395
sample 819 correct/failed threshold, score = 0.585697
sample 820 correct/failed threshold, score = 0.584260
sample 821 correct/failed threshold, score = 0.587447
sample 822 correct, score = 0.459394
sample 823 correct, score = 0.417186
sample 824 correct, score = 0.419590
sample 825 correct, score = 0.182478
sample 826 correct, score = 0.162451
sample 827 correct, score = 0.546647
sample 828 tone not detected, 1 false positives, score = 0.152780
sample 829 correct, score = 0.313095
sample 830 correct, score = 0.519868
sample 831 incorrect/failed threshold, score = 0.592669
sample 832 correct, score = 0.524210
sample 833 incorrect/failed threshold, score = 0.582219
sample 834 correct, score = 0.388584
sample 835 no tones detected, score = 0.568536
sample 836 correct, score = 0.164292
sample 837 correct, score = 0.238075
sample 838 correct, score = 0.393502
sample 839 correct, score = 0.380937
sample 840 correct, score = 0.227572
sample 841 tone not detected, 1 false positives, score = 0.211631
sample 842 correct, score = 0.418246
sample 843 incorrect/failed threshold, score = 0.612086
sample 844 incorrect/failed threshold, score = 0.618340
sample 845 correct, score = 0.553685
sample 846 correct/failed threshold, score = 0.650095
sample 847 incorrect/failed threshold, score = 0.615893
sample 848 correct, score = 0.497720
sample 849 correct, score = 0.460948
sample 850 correct, score = 0.411003
sample 851 correct, score = 0.186036
sample 852 correct, score = 0.098587
sample 853 correct, score = 0.423893
sample 854 correct, score = 0.269901
sample 855 incorrect/failed threshold, score = 0.761016
sample 856 incorrect/failed threshold, score = 0.612014
sample 857 correct, score = 0.077828
sample 858 correct, score = 0.422535
sample 859 correct, score = 0.455197
sample 860 incorrect/failed threshold, score = 0.598641
sample 861 no tones detected, score = 0.561946
sample 862 correct, score = 0.447777
sample 863 correct with 1 false positives, score = 0.518151
sample 864 no tones detected, score = 0.559596
sample 865 correct, score = 0.422031
sample 866 correct, score = 0.437841
sample 867 correct, score = 0.486332
sample 868 correct, score = 0.496937
sample 869 tone not detected, 1 false positives, score = 0.178525
sample 870 incorrect/failed threshold, score = 0.595564
sample 871 correct, score = 0.553753
sample 872 correct, score = 0.524795
sample 873 correct, score = 0.433185
sample 874 correct, score = 0.411791
sample 875 correct, score = 0.535104
sample 876 correct, score = 0.235060
sample 877 correct, score = 0.573297
sample 878 correct, score = 0.567110
sample 879 correct, score = 0.557206
sample 880 correct, score = 0.416902
sample 881 correct, score = 0.374043
sample 882 correct/failed threshold, score = 0.599821
sample 883 correct, score = 0.412202
sample 884 incorrect/failed threshold, score = 0.689643
sample 885 no tones detected, score = 0.537043
sample 886 correct, score = 0.435964
sample 887 correct/failed threshold, score = 0.605871
sample 888 correct with 1 false positives, score = 0.554723
sample 889 no tones detected, score = 0.575213
sample 890 correct, score = 0.285686
sample 891 correct, score = 0.517654
sample 892 correct, score = 0.186787
sample 893 incorrect/failed threshold, score = 0.595190
sample 894 correct, score = 0.408012
sample 895 correct, score = 0.163831
sample 896 correct, score = 0.508657
sample 897 correct, score = 0.547473
sample 898 no tones detected, score = 0.570713
sample 899 correct, score = 0.434393
sample 900 correct, score = 0.546062
sample 901 correct, score = 0.520080
sample 902 no tones detected, score = 0.565965
sample 903 incorrect/failed threshold, score = 0.594431
sample 904 correct, score = 0.571932
sample 905 correct/failed threshold, score = 0.632258
sample 906 no tones detected, score = 0.561789
sample 907 incorrect/failed threshold, score = 0.713268
sample 908 correct, score = 0.418179
sample 909 correct, score = 0.496121
sample 910 correct/failed threshold, score = 0.599308
sample 911 incorrect/failed threshold, score = 0.620511
sample 912 correct, score = 0.554473
sample 913 tone not detected, 1 false positives, score = 0.286861
sample 914 correct, score = 0.506124
sample 915 correct, score = 0.508577
sample 916 incorrect/failed threshold, score = 0.591455
sample 917 correct/failed threshold, score = 0.582191
sample 918 correct, score = 0.550355
sample 919 correct, score = 0.545021
sample 920 correct/failed threshold, score = 0.610292
sample 921 incorrect/failed threshold, score = 0.638595
sample 922 incorrect/failed threshold, score = 0.676124
sample 923 tone not detected, 1 false positives, score = 0.480827
sample 924 correct, score = 0.561226
sample 925 correct, score = 0.516365
sample 926 incorrect/failed threshold, score = 0.663443
sample 927 incorrect/failed threshold, score = 0.642349
sample 928 incorrect/failed threshold, score = 0.584024
sample 929 correct, score = 0.566303
sample 930 correct, score = 0.410478
sample 931 incorrect/failed threshold, score = 0.665686
sample 932 correct, score = 0.483603
sample 933 correct, score = 0.344697
sample 934 correct, score = 0.486014
sample 935 correct, score = 0.036987
sample 936 incorrect/failed threshold, score = 0.604046
sample 937 incorrect/failed threshold, score = 0.717329
sample 938 correct, score = 0.470190
sample 939 no tones detected, score = 0.570294
sample 940 correct, score = 0.542516
sample 941 correct, score = 0.357600
sample 942 correct, score = 0.448890
sample 943 correct/failed threshold, score = 0.650946
sample 944 incorrect/failed threshold, score = 0.613442
sample 945 correct/failed threshold, score = 0.598878
sample 946 incorrect/failed threshold, score = 0.639636
sample 947 correct, score = 0.536587
sample 948 correct, score = 0.484681
sample 949 correct, score = 0.229173
sample 950 correct, score = 0.511488
sample 951 correct, score = 0.571634
sample 952 incorrect/failed threshold, score = 0.601985
sample 953 correct/failed threshold, score = 0.584685
sample 954 correct, score = 0.500641
sample 955 incorrect/failed threshold, score = 0.693524
sample 956 correct/failed threshold, score = 0.674002
sample 957 correct, score = 0.526188
sample 958 correct, score = 0.211779
sample 959 incorrect/failed threshold, score = 0.586554
sample 960 no tones detected, score = 0.550628
sample 961 incorrect/failed threshold, score = 0.589180
sample 962 correct/failed threshold, score = 0.582129
sample 963 correct/failed threshold, score = 0.674578
sample 964 incorrect/failed threshold, score = 0.615800
sample 965 correct/failed threshold, score = 0.654518
sample 966 correct/failed threshold, score = 0.581601
sample 967 incorrect/failed threshold, score = 0.597668
sample 968 incorrect/failed threshold, score = 0.670101
sample 969 correct, score = 0.467251
sample 970 correct, score = 0.518223
sample 971 correct, score = 0.506795
sample 972 incorrect/failed threshold, score = 0.581086
sample 973 correct, score = 0.563534
sample 974 no tones detected, score = 0.567183
sample 975 tone not detected, 1 false positives, score = 0.572146
sample 976 incorrect/failed threshold, score = 0.593014
sample 977 no tones detected, score = 0.562853
sample 978 correct, score = 0.479377
sample 979 incorrect/failed threshold, score = 0.600066
sample 980 correct/failed threshold, score = 0.587122
sample 981 no tones detected, score = 0.558285
sample 982 incorrect/failed threshold, score = 0.657869
sample 983 no tones detected, score = 0.574584
sample 984 correct, score = 0.571534
sample 985 incorrect/failed threshold, score = 0.666484
sample 986 incorrect/failed threshold, score = 0.599051
sample 987 no tones detected, score = 0.559763
sample 988 incorrect/failed threshold, score = 0.606737
sample 989 correct, score = 0.538114
sample 990 correct, score = 0.463204
sample 991 no tones detected, score = 0.548687
sample 992 incorrect/failed threshold, score = 0.643090
sample 993 correct/failed threshold, score = 0.633349
sample 994 correct, score = 0.538928
sample 995 correct, score = 0.368140
sample 996 correct, score = 0.488028
sample 997 correct, score = 0.329700
sample 998 incorrect/failed threshold, score = 0.600452
sample 999 incorrect/failed threshold, score = 0.646512
sample 1000 correct, score = 0.468986
sample 1001 incorrect/failed threshold, score = 0.685887
sample 1002 incorrect/failed threshold, score = 0.583550
sample 1003 correct, score = 0.521716
sample 1004 tone not detected, 1 false positives, score = 0.278111
sample 1005 correct, score = 0.265796
sample 1006 correct, score = 0.130394
sample 1007 correct, score = 0.515308
sample 1008 correct, score = 0.337542
sample 1009 correct/failed threshold, score = 0.674531
sample 1010 correct, score = 0.331965
sample 1011 correct, score = 0.089692
sample 1012 correct/failed threshold, score = 0.598520
sample 1013 correct, score = 0.460805
sample 1014 correct/failed threshold, score = 0.585351
sample 1015 no tones detected, score = 0.577778
sample 1016 correct, score = 0.467135
sample 1017 tone not detected, 1 false positives, score = 0.523619
